@relation tweet_sentiment
@attribute 'Sentiment' {positive,negative}
@attribute 'tweet' string
@data
positive,'united Thank you for the new Club at OHare Very comfortable You made the difficult weather days proficient and enjoyable'
negative,'united did not let me get on the IAHHNL direct Now weather delay for my SFO leg Stop being reactive and be proactive'
negative,'united why am i mot getting my refund'
negative,'united nothing apparently Ive flown w you 4 times in last 3 weeks and 3 of those experiences incl today were clusterfucks'
negative,'united THRILLED to have my carryon checked against my will by two nasty gate agents only to see an entire empty bin when I boarded last'
negative,'united what if business as usual meant dropping the bully mentality and fostering inspiration for a greater business EmployeeRelations'
negative,'United  Ridiculous to fly outdated 757s anywhere much less btwn IAH and SFO No power ports no  Wifi no personal entertainment TORTURE'
negative,'united last night we waited forever at the gate because someone from corporate dispatch FORGOT to call the crew unfriendlyskies'
negative,'united Broken entertainment system on my 8 hour NYC flight terrible cabin crew service and online complaint form wont work hopeless'
negative,'united call my work and tell them its your fault Im Late Flight'
positive,'united New Apple crpe amazing Live from UA1207 Really nice crew too  AmericanAir has biscuits UA needs them 2 httptcogZ9GqDT7Jj'
negative,'United is officially the worst most delayed and least helpful airline I have ever had the misfortune of flying on'
negative,'united i have items of sentimental value that Im heartbroken are missing'
negative,'united still waiting for a reply'
negative,'united please see a flight attendant for what Why isnt there enough room for over head bags I carry on to save time'
negative,'united I tried 2 DM it would not go thru not sure why'
negative,'united link to current status of flightsairports Fly BWIEWRMCO this morning yet cant yet tell what any problems are except see snow'
negative,'united I like delays less than you because Im the one on the plane Connect me with a voucher'
negative,'united and dont hope for me having a nicer flight some other time try to do things right You sold me those tickets with that connetion'
negative,'united the we got into the gate at IAH on time and have given our seats and closed the flight If you know people is arriving have to wait'
negative,'united yes We waited in line for almost an hour to do so Some passengers just left not wanting to wait past 1am'
negative,'SouthwestAir still waiting Just hit one hour'
negative,'SouthwestAir Hello  been on hold for extremely long time Have confirmation  amp'
negative,'SouthwestAir Very frustrated for the loooooong wait time to speak to a live person Cannot get boarding pass for flight tomorrow'
negative,'SouthwestAir still no update text 2053 amp'
negative,'SouthwestAir your agents were the ones who were rude and unhelpful and prompted my initial tweet This is so easy to fix'
negative,'SouthwestAir my wife had been in group A in prev flight but got bumped for some reason  Alone with two kids At least put her in group A'
negative,'SouthwestAir my flight was delayed 4 hrs Im 5 months pregnant amp'
positive,'SouthwestAir thank you so much completely made things right'
positive,'SouthwestAir love them Always get the best deals'
negative,'SouthwestAir Been on hold 34 min so far trying to book seat for my infant Price increased 42 in meantime What do I do'
negative,'SouthwestAir poor performance all around Paid for Express checkin weeks ago and cant even leverage it bullshit'
positive,'SouthwestAir  thanks Southwest for saving our trip my sweetheart isnt going to miss seeing AltonBrownLive thanks to yall SOhappy'
negative,'SouthwestAir can you have someone call me back I have been on hold two times today for over 20 min and still havent gotten through'
positive,'SouthwestAir I managed to get sorted out over the phone Good luck dealing with the snow in Texas'
negative,'SouthwestAir has grounded 2 flights bc of equipment problems amp'
